lap_number,driver,position,lap_time,gap_ahead,tire_compound,tire_age,pit_stop,track_status
1,HAM,1,127.777,0.0,MEDIUM,4,True,Yellow
1,VER,2,129.912,2.135,MEDIUM,4,True,Yellow
1,PER,3,132.787,5.01,MEDIUM,4,True,Yellow
1,ALB,4,136.507,8.73,MEDIUM,4,True,Yellow
1,RIC,5,141.194,13.417,MEDIUM,4,True,Yellow
1,BOT,6,142.955,15.178,MEDIUM,4,True,Yellow
1,GAS,7,147.729,19.952,MEDIUM,4,True,Yellow
1,OCO,8,149.204,21.427,MEDIUM,4,True,Yellow
1,NOR,9,158.866,31.089,MEDIUM,4,True,Yellow
1,LEC,10,160.113,32.336,HARD,1,True,Yellow
1,GIO,11,163.748,35.971,MEDIUM,1,True,Yellow
1,STR,12,165.807,38.03,MEDIUM,4,True,Yellow
1,SAI,13,167.457,39.68,SOFT,1,True,Yellow
1,MAG,14,169.8,42.023,MEDIUM,1,True,Yellow
1,VET,15,174.756,46.979,MEDIUM,3,True,Yellow
1,LAT,16,177.4,49.623,HARD,1,True,Yellow
1,RAI,17,179.282,51.505,MEDIUM,1,True,Yellow
1,RUS,18,181.946,54.169,MEDIUM,1,True,Yellow
1,KVY,19,185.092,57.315,MEDIUM,4,True,Yellow
4,HAM,1,144.304,0.0,MEDIUM,7,False,Safety
4,VER,2,144.266,2.097,MEDIUM,4,False,Safety
4,PER,3,142.056,2.762,MEDIUM,8,False,Safety
4,ALB,4,139.742,4.168,MEDIUM,4,False,Safety
4,BOT,5,143.108,13.982,MEDIUM,7,True,Safety
4,NOR,6,138.927,25.712,MEDIUM,7,False,Safety
4,OCO,7,138.854,15.977,MEDIUM,7,False,Safety
4,LEC,8,138.031,26.063,MEDIUM,5,False,Safety
4,RIC,9,137.846,6.959,MEDIUM,7,False,Safety
4,GAS,10,138.822,14.47,HARD,3,False,Safety
4,SAI,11,138.441,33.817,SOFT,3,False,Safety
4,KVY,12,137.51,50.521,SOFT,6,False,Safety
4,RAI,13,137.286,44.487,MEDIUM,3,False,Safety
4,LAT,14,137.274,42.593,MEDIUM,3,False,Safety
4,RUS,15,136.391,46.256,MEDIUM,3,False,Safety
4,VET,16,137.077,39.752,HARD,3,False,Safety
4,GIO,17,137.289,28.956,MEDIUM,3,False,Safety
4,MAG,18,146.852,44.571,HARD,1,True,Safety
5,HAM,1,147.673,0.0,MEDIUM,8,False,Safety
5,VER,2,148.753,3.177,MEDIUM,5,False,Safety
5,PER,3,149.086,4.175,MEDIUM,9,False,Safety
5,ALB,4,148.957,5.452,MEDIUM,5,False,Safety
5,NOR,5,149.443,27.482,MEDIUM,8,False,Safety
5,OCO,6,149.805,18.109,MEDIUM,8,False,Safety
5,MAG,18,142.898,39.796,HARD,2,False,Safety
6,HAM,1,140.062,143.712,MEDIUM,9,False,Safety
6,VER,2,138.96,145.787,MEDIUM,6,False,Safety
6,PER,3,139.412,147.237,MEDIUM,10,False,Safety
6,ALB,4,138.973,148.075,MEDIUM,6,False,Safety
6,NOR,5,138.794,169.926,MEDIUM,9,False,Safety
6,OCO,6,139.003,160.762,MEDIUM,9,False,Safety
6,LEC,7,138.696,20.736,MEDIUM,7,False,Safety
6,RIC,8,137.064,0.0,MEDIUM,9,False,Safety
6,GAS,9,137.801,8.248,HARD,5,False,Safety
6,SAI,10,138.223,28.017,SOFT,5,False,Safety
6,KVY,11,138.712,45.21,SOFT,8,False,Safety
6,RAI,12,137.412,37.876,MEDIUM,5,False,Safety
6,LAT,13,138.521,37.091,MEDIUM,5,False,Safety
6,RUS,14,137.714,39.947,MEDIUM,5,False,Safety
6,VET,15,138.466,34.195,HARD,5,False,Safety
6,BOT,16,137.765,7.724,HARD,2,False,Safety
6,GIO,17,137.741,22.674,MEDIUM,5,False,Safety
6,MAG,18,136.727,180.173,HARD,3,False,Safety
7,HAM,1,138.867,142.998,MEDIUM,10,False,Safety
7,VER,2,138.648,144.854,MEDIUM,7,False,Safety
7,PER,3,138.327,145.983,MEDIUM,11,False,Safety
7,ALB,4,139.135,147.629,MEDIUM,7,False,Safety
7,NOR,5,138.451,168.796,MEDIUM,10,False,Safety
7,OCO,6,137.864,159.045,MEDIUM,10,False,Safety
7,LEC,7,137.543,18.698,MEDIUM,8,False,Safety
7,RIC,8,139.581,0.0,MEDIUM,10,False,Safety
7,GAS,9,138.209,6.876,HARD,6,False,Safety
7,SAI,10,138.097,26.533,SOFT,6,False,Safety
7,KVY,11,137.759,43.388,SOFT,9,False,Safety
7,RAI,12,138.675,36.97,MEDIUM,6,False,Safety
7,LAT,13,138.493,36.003,MEDIUM,6,False,Safety
7,RUS,14,140.018,40.384,MEDIUM,6,False,Safety
7,VET,15,140.07,34.684,HARD,6,False,Safety
7,BOT,16,140.284,8.427,HARD,3,False,Safety
7,GIO,17,140.933,24.026,MEDIUM,6,False,Safety
7,MAG,18,141.154,181.746,HARD,4,False,Safety
8,RIC,8,147.921,1.041,MEDIUM,11,False,Yellow
8,GAS,9,147.312,7.308,HARD,7,False,Yellow
8,SAI,10,146.467,26.12,SOFT,7,False,Yellow
8,KVY,11,145.449,41.957,SOFT,10,False,Yellow
8,RAI,12,144.534,34.624,MEDIUM,7,False,Yellow
8,LAT,13,142.993,32.116,MEDIUM,7,False,Yellow
8,RUS,14,140.962,34.466,MEDIUM,7,False,Yellow
8,VET,15,139.571,27.375,HARD,7,False,Yellow
8,BOT,16,138.453,0.0,HARD,4,False,Yellow
8,GIO,17,137.039,14.185,MEDIUM,7,False,Yellow
8,MAG,18,135.889,170.755,HARD,5,False,Yellow
9,HAM,1,93.733,120.608,MEDIUM,12,False,Green
9,VER,2,94.185,122.916,MEDIUM,9,False,Green
9,PER,3,95.363,125.223,MEDIUM,13,False,Green
9,ALB,4,95.862,127.368,MEDIUM,9,False,Green
9,NOR,5,96.844,149.517,MEDIUM,12,False,Green
9,OCO,6,96.999,139.921,MEDIUM,12,False,Green
9,LEC,7,97.425,0.0,MEDIUM,10,False,Green
9,SAI,8,97.163,154.04,SOFT,8,False,Green
9,RIC,9,98.313,130.111,MEDIUM,12,False,Green
9,GAS,10,98.48,136.545,HARD,8,False,Green
9,KVY,11,98.3,171.014,SOFT,11,False,Green
9,RAI,12,98.702,164.083,MEDIUM,8,False,Green
9,RUS,13,98.335,163.558,MEDIUM,8,False,Green
9,LAT,14,99.644,162.517,MEDIUM,8,False,Green
9,VET,15,99.435,157.567,HARD,8,False,Green
9,BOT,16,99.509,130.266,HARD,5,False,Green
9,GIO,17,99.418,144.36,MEDIUM,8,False,Green
9,MAG,18,99.638,301.15,HARD,6,False,Green
10,HAM,1,94.357,117.935,MEDIUM,13,False,Green
10,VER,2,94.535,120.421,MEDIUM,10,False,Green
10,PER,3,95.087,123.28,MEDIUM,14,False,Green
10,ALB,4,95.545,125.883,MEDIUM,10,False,Green
10,NOR,5,96.554,149.041,MEDIUM,13,False,Green
10,OCO,6,96.93,139.821,MEDIUM,13,False,Green
10,LEC,7,97.03,0.0,MEDIUM,11,False,Green
10,SAI,8,97.117,154.127,SOFT,9,False,Green
10,RIC,9,97.168,130.249,MEDIUM,13,False,Green
10,GAS,10,97.427,136.942,HARD,9,False,Green
10,KVY,11,97.701,171.685,SOFT,12,False,Green
10,RUS,12,97.878,164.406,MEDIUM,9,False,Green
10,RAI,13,98.958,166.011,MEDIUM,9,False,Green
10,LAT,14,98.539,164.026,MEDIUM,9,False,Green
10,VET,15,98.559,159.096,HARD,9,False,Green
10,BOT,16,98.747,131.983,HARD,6,False,Green
10,GIO,17,99.061,146.391,MEDIUM,9,False,Green
10,MAG,18,99.126,303.246,HARD,7,False,Green
11,HAM,1,94.49,115.416,MEDIUM,14,False,Green
11,VER,2,94.705,118.117,MEDIUM,11,False,Green
11,PER,3,95.386,121.657,MEDIUM,15,False,Green
11,ALB,4,95.652,124.526,MEDIUM,11,False,Green
11,NOR,5,96.243,148.275,MEDIUM,14,False,Green
11,OCO,6,96.474,139.286,MEDIUM,14,False,Green
11,LEC,7,97.009,0.0,MEDIUM,12,False,Green
11,SAI,8,96.821,153.939,SOFT,10,False,Green
11,RIC,9,97.044,130.284,MEDIUM,14,False,Green
11,GAS,10,96.932,136.865,HARD,10,False,Green
11,KVY,11,96.976,171.652,SOFT,13,False,Green
11,RUS,12,97.59,164.987,MEDIUM,10,False,Green
11,RAI,13,97.835,166.837,MEDIUM,10,False,Green
11,LAT,14,97.869,164.886,MEDIUM,10,False,Green
11,VET,15,98.17,160.257,HARD,10,False,Green
11,BOT,16,97.959,132.933,HARD,7,False,Green
11,GIO,17,98.016,147.398,MEDIUM,10,False,Green
11,MAG,18,98.449,304.686,HARD,8,False,Green
12,HAM,1,94.464,109.931,MEDIUM,15,False,Green
12,VER,2,94.699,112.867,MEDIUM,12,False,Green
12,PER,3,95.647,117.355,MEDIUM,16,False,Green
12,ALB,4,95.831,120.408,MEDIUM,12,False,Green
12,NOR,5,96.261,144.587,MEDIUM,15,False,Green
12,OCO,6,96.622,135.959,MEDIUM,15,False,Green
12,SAI,7,96.85,150.84,SOFT,11,False,Green
12,RIC,8,97.346,127.681,MEDIUM,15,False,Green
12,LEC,9,99.949,0.0,MEDIUM,13,False,Green
12,GAS,10,98.41,135.326,HARD,11,False,Green
12,KVY,11,98.214,169.917,SOFT,14,False,Green
12,RUS,12,97.83,162.868,MEDIUM,11,False,Green
12,RAI,13,97.769,164.657,MEDIUM,11,False,Green
12,LAT,14,97.979,162.916,MEDIUM,11,False,Green
12,BOT,15,97.276,130.26,HARD,8,False,Green
12,GIO,16,97.941,145.39,MEDIUM,11,False,Green
12,MAG,17,98.275,303.012,HARD,9,False,Green
12,VET,18,103.717,164.025,HARD,11,False,Green
13,HAM,1,94.883,106.271,MEDIUM,16,False,Yellow
13,VER,2,95.153,109.477,MEDIUM,13,False,Yellow
13,PER,3,95.636,114.448,MEDIUM,17,False,Yellow
13,ALB,4,95.807,117.672,MEDIUM,13,False,Yellow
13,NOR,5,96.451,142.495,MEDIUM,16,False,Yellow
13,OCO,6,96.524,133.94,MEDIUM,16,False,Yellow
13,SAI,7,96.418,148.715,SOFT,12,False,Yellow
13,RIC,8,96.642,125.78,MEDIUM,16,False,Yellow
13,GAS,9,96.677,133.46,HARD,12,False,Yellow
13,LEC,10,98.543,0.0,MEDIUM,14,False,Yellow
13,KVY,11,98.077,169.451,SOFT,15,False,Yellow
13,RUS,12,98.248,162.573,MEDIUM,12,False,Yellow
13,RAI,13,98.125,164.239,MEDIUM,12,False,Yellow
13,LAT,14,98.289,162.662,MEDIUM,12,False,Yellow
13,BOT,15,98.325,130.042,HARD,9,False,Yellow
13,GIO,16,97.814,144.661,MEDIUM,12,False,Yellow
13,MAG,17,97.987,302.456,HARD,10,False,Yellow
13,VET,18,97.451,162.933,HARD,12,False,Yellow
14,HAM,1,94.785,103.585,MEDIUM,17,False,Yellow
14,VER,2,95.2,107.206,MEDIUM,14,False,Yellow
14,PER,3,95.625,112.602,MEDIUM,18,False,Yellow
14,ALB,4,95.91,116.111,MEDIUM,14,False,Green
14,NOR,5,96.654,141.678,MEDIUM,17,False,Green
14,OCO,6,96.617,133.086,MEDIUM,17,False,Green
14,SAI,7,96.576,147.82,SOFT,13,False,Green
14,RIC,8,96.871,125.18,MEDIUM,17,False,Green
14,GAS,9,96.753,132.742,HARD,13,False,Green
14,LEC,10,97.471,0.0,MEDIUM,15,False,Green
14,KVY,11,97.803,169.783,SOFT,16,False,Green
14,RUS,12,97.967,163.069,MEDIUM,13,False,Green
14,RAI,13,97.884,164.652,MEDIUM,13,False,Green
14,BOT,14,96.867,129.438,HARD,10,False,Green
14,LAT,15,99.051,164.242,MEDIUM,13,False,Green
14,GIO,16,98.422,145.612,MEDIUM,13,False,Green
14,MAG,17,98.278,303.263,HARD,11,False,Green
14,VET,18,97.596,163.058,HARD,13,False,Green
15,HAM,1,94.824,100.893,MEDIUM,18,False,Green
15,VER,2,95.052,104.742,MEDIUM,15,False,Green
15,PER,3,95.59,110.676,MEDIUM,19,False,Green
15,ALB,4,95.886,114.481,MEDIUM,15,False,Green
15,NOR,5,96.668,140.83,MEDIUM,18,False,Green
15,OCO,6,97.001,132.571,MEDIUM,18,False,Green
15,SAI,7,97.044,147.348,SOFT,14,False,Green
15,RIC,8,96.868,124.532,MEDIUM,18,False,Green
15,GAS,9,96.998,132.224,HARD,14,False,Green
15,LEC,10,97.516,0.0,MEDIUM,16,False,Green
15,KVY,11,97.729,169.996,SOFT,17,False,Green
15,RUS,12,98.159,163.712,MEDIUM,14,False,Green
15,RAI,13,98.328,165.464,MEDIUM,14,False,Green
15,BOT,14,98.058,129.98,HARD,11,False,Green
15,LAT,15,98.546,165.272,MEDIUM,14,False,Green
15,GIO,16,98.363,146.459,MEDIUM,14,False,Green
15,MAG,17,98.545,304.292,HARD,12,False,Green
15,VET,18,98.085,163.627,HARD,14,False,Green
16,HAM,1,94.838,98.608,MEDIUM,19,False,Green
16,VER,2,95.589,103.208,MEDIUM,16,False,Green
16,PER,3,95.873,109.426,MEDIUM,20,False,Green
16,ALB,4,96.556,113.914,MEDIUM,16,False,Green
16,NOR,5,96.67,140.377,MEDIUM,19,False,Green
16,OCO,6,96.875,132.323,MEDIUM,19,False,Green
16,SAI,7,96.943,147.168,SOFT,15,False,Green
16,GAS,8,96.933,132.034,HARD,15,False,Green
16,RIC,9,99.735,127.144,MEDIUM,19,True,Green
16,LEC,10,97.123,0.0,MEDIUM,17,False,Green
16,KVY,11,97.682,170.555,SOFT,18,False,Green
16,RUS,12,97.926,164.515,MEDIUM,15,False,Green
16,RAI,13,97.951,166.292,MEDIUM,15,False,Green
16,BOT,14,97.993,130.85,HARD,12,False,Green
16,LAT,15,98.587,166.736,MEDIUM,15,False,Green
16,GIO,16,98.852,148.188,MEDIUM,15,False,Green
16,MAG,17,98.608,305.777,HARD,13,False,Green
16,VET,18,98.415,164.919,HARD,15,False,Green
17,HAM,1,95.096,96.494,MEDIUM,20,False,Green
17,VER,2,95.258,101.256,MEDIUM,17,False,Green
17,PER,3,95.755,107.971,MEDIUM,21,False,Green
17,ALB,4,96.391,113.095,MEDIUM,17,False,Green
17,NOR,5,96.736,139.903,MEDIUM,20,False,Green
17,SAI,6,97.165,147.123,SOFT,16,False,Green
17,OCO,7,99.804,134.917,MEDIUM,20,True,Green
17,GAS,8,96.826,131.65,HARD,16,False,Green
17,LEC,9,97.21,0.0,MEDIUM,18,False,Green
17,KVY,10,99.757,173.102,SOFT,19,True,Green
17,RUS,11,98.005,165.31,MEDIUM,16,False,Green
17,BOT,12,98.245,131.885,HARD,13,False,Green
17,RAI,13,101.142,170.224,MEDIUM,16,True,Green
17,LAT,14,98.305,167.831,MEDIUM,16,False,Green
17,GIO,15,98.318,149.296,MEDIUM,16,False,Green
17,MAG,16,98.393,306.96,HARD,14,False,Green
17,VET,17,98.381,166.09,HARD,16,False,Green
17,RIC,18,114.99,144.924,HARD,1,True,Green
18,HAM,1,94.929,94.345,MEDIUM,21,False,Green
18,VER,2,95.932,100.11,MEDIUM,18,False,Green
18,PER,3,95.927,106.82,MEDIUM,22,False,Green
18,ALB,4,96.148,112.165,MEDIUM,18,False,Green
18,NOR,5,99.469,142.294,MEDIUM,21,True,Green
18,SAI,6,96.847,146.892,SOFT,17,False,Green
18,GAS,7,96.594,131.166,HARD,17,False,Green
18,LEC,8,97.078,0.0,MEDIUM,19,False,Green
18,RUS,9,97.706,165.938,MEDIUM,17,False,Green
18,BOT,10,96.682,131.489,HARD,14,False,Green
18,LAT,11,98.296,169.049,MEDIUM,17,False,Green
18,GIO,12,98.361,150.579,MEDIUM,17,False,Green
18,MAG,13,98.444,308.326,HARD,15,False,Green
18,OCO,14,117.868,155.707,MEDIUM,21,True,Green
18,RIC,15,97.194,145.04,HARD,2,False,Green
18,VET,16,99.706,168.718,HARD,17,False,Green
18,KVY,17,128.754,204.778,HARD,1,True,Green
18,RAI,18,124.647,197.793,HARD,1,True,Green
19,HAM,1,97.767,95.046,MEDIUM,22,True,Green
19,VER,2,95.729,98.773,MEDIUM,19,False,Green
19,PER,3,95.812,105.566,MEDIUM,23,False,Green
19,ALB,4,99.33,114.429,MEDIUM,19,True,Green
19,SAI,5,96.683,146.509,SOFT,18,False,Green
19,GAS,6,96.679,130.779,HARD,18,False,Green
19,LEC,7,97.066,0.0,MEDIUM,20,False,Green
19,RUS,8,97.995,166.867,MEDIUM,18,False,Green
19,BOT,9,98.099,132.522,HARD,15,False,Green
19,NOR,10,117.463,162.691,MEDIUM,2,True,Green
19,LAT,11,99.609,171.592,MEDIUM,18,False,Green
19,GIO,12,99.346,152.859,MEDIUM,18,False,Green
19,OCO,13,96.658,155.299,MEDIUM,22,False,Green
19,RIC,14,96.533,144.507,HARD,3,False,Green
19,MAG,15,100.018,311.278,HARD,16,False,Green
19,VET,16,98.773,170.425,HARD,18,False,Green
19,KVY,17,94.979,202.691,HARD,2,False,Green
19,RAI,18,95.023,195.75,HARD,2,False,Green
20,VER,1,98.1,99.496,MEDIUM,20,True,Green
20,PER,2,98.907,107.096,MEDIUM,24,True,Green
20,HAM,3,114.337,112.006,MEDIUM,3,True,Green
20,SAI,4,96.858,145.99,SOFT,19,False,Green
20,GAS,5,96.878,130.28,HARD,19,False,Green
20,LEC,6,97.377,0.0,MEDIUM,21,False,Green
20,ALB,7,115.349,132.401,MEDIUM,5,True,Green
20,BOT,8,97.57,132.715,HARD,16,False,Green
20,RUS,9,100.113,169.603,MEDIUM,19,True,Green
20,NOR,10,95.901,161.215,MEDIUM,3,False,Green
20,OCO,11,96.82,154.742,MEDIUM,23,False,Green
20,RIC,12,97.209,144.339,HARD,4,False,Green
20,LAT,13,100.71,174.925,MEDIUM,19,False,Green
20,MAG,14,99.32,313.221,HARD,17,False,Green
20,GIO,15,103.572,159.054,MEDIUM,19,True,Green
20,VET,16,101.957,175.005,HARD,19,True,Green
20,KVY,17,95.302,200.616,HARD,3,False,Green
20,RAI,18,95.212,193.585,HARD,3,False,Green
21,HAM,1,94.948,109.198,MEDIUM,4,False,Green
21,VER,2,114.175,115.915,HARD,1,True,Green
21,SAI,3,100.205,148.439,SOFT,20,True,Green
21,GAS,4,97.337,129.861,HARD,20,False,Green
21,PER,5,115.617,124.957,HARD,1,True,Green
21,LEC,6,97.756,0.0,MEDIUM,22,False,Green
21,ALB,7,95.724,130.369,MEDIUM,6,False,Green
21,BOT,8,96.023,130.982,HARD,17,False,Green
21,NOR,9,95.791,159.25,MEDIUM,4,False,Green
21,OCO,10,95.677,152.663,MEDIUM,24,False,Green
21,RIC,11,95.772,142.355,HARD,5,False,Green
21,MAG,12,98.558,314.023,HARD,18,False,Green
21,LAT,13,100.95,178.119,MEDIUM,20,True,Green
21,RUS,14,116.574,188.421,HARD,1,True,Green
21,KVY,15,95.949,198.809,HARD,4,False,Green
21,RAI,16,96.003,191.832,HARD,4,False,Green
21,GIO,17,115.016,176.314,HARD,1,True,Green
21,VET,18,115.907,193.156,MEDIUM,4,True,Green
22,HAM,1,94.165,104.804,MEDIUM,5,False,Green
22,VER,2,93.085,110.441,HARD,2,False,Green
22,GAS,3,96.958,128.26,HARD,21,False,Green
22,PER,4,96.383,122.781,HARD,2,False,Green
22,ALB,5,94.561,126.371,MEDIUM,7,False,Green
22,LEC,6,98.559,0.0,MEDIUM,23,False,Green
22,BOT,7,96.132,128.555,HARD,18,False,Green
22,NOR,8,95.843,156.534,MEDIUM,5,False,Green
22,OCO,9,95.607,149.711,MEDIUM,25,False,Green
22,RIC,10,95.477,139.273,HARD,6,False,Green
22,SAI,11,116.571,166.451,MEDIUM,1,True,Green
22,MAG,12,98.035,313.499,HARD,19,False,Green
22,RUS,13,96.27,186.132,HARD,2,False,Green
22,KVY,14,96.283,196.533,HARD,5,False,Green
22,RAI,15,96.373,189.646,HARD,5,False,Green
22,GIO,16,94.536,172.291,HARD,2,False,Green
22,VET,17,94.477,189.074,MEDIUM,5,False,Green
22,LAT,18,116.538,196.098,MEDIUM,1,True,Green
23,HAM,1,93.337,97.349,MEDIUM,6,False,Green
23,VER,2,93.781,103.43,HARD,3,False,Green
23,PER,3,94.752,116.741,HARD,3,False,Green
23,GAS,4,98.085,125.553,HARD,22,False,Green
23,ALB,5,95.634,121.213,MEDIUM,8,False,Green
23,BOT,6,96.542,124.305,HARD,19,False,Green
23,LEC,7,100.792,0.0,MEDIUM,24,True,Green
23,NOR,8,95.84,151.582,MEDIUM,6,False,Green
23,OCO,9,95.777,144.696,MEDIUM,26,False,Green
23,RIC,10,95.651,134.132,HARD,7,False,Green
23,SAI,11,95.205,160.864,MEDIUM,2,False,Green
23,MAG,12,97.713,310.42,HARD,20,False,Green
23,RUS,13,96.425,181.765,HARD,3,False,Green
23,KVY,14,96.125,191.866,HARD,6,False,Green
23,RAI,15,96.122,184.976,HARD,6,False,Green
23,GIO,16,95.166,166.665,HARD,3,False,Green
23,VET,17,94.879,183.161,MEDIUM,6,False,Green
23,LAT,18,95.971,191.277,MEDIUM,2,False,Green
24,HAM,1,94.154,76.28,MEDIUM,7,False,Green
24,VER,2,93.507,81.714,HARD,4,False,Green
24,PER,3,94.542,96.06,HARD,4,False,Green
24,ALB,4,94.531,100.521,MEDIUM,9,False,Green
24,GAS,5,98.006,108.336,HARD,23,False,Green
24,BOT,6,96.123,105.205,HARD,20,False,Green
24,NOR,7,95.763,132.122,MEDIUM,7,False,Green
24,OCO,8,95.942,125.415,MEDIUM,27,False,Green
24,RIC,9,95.777,114.686,HARD,8,False,Green
24,SAI,10,95.328,140.969,MEDIUM,3,False,Green
24,MAG,11,97.835,293.032,HARD,21,False,Green
24,LEC,12,115.223,0.0,HARD,1,True,Green
24,RUS,13,96.733,163.275,HARD,4,False,Green
24,KVY,14,96.974,173.617,HARD,7,False,Green
24,RAI,15,96.613,166.366,HARD,7,False,Green
